resource_path,id_slug,card_id,card_name,description,icon_path,cost,tags,combat_skill_path,element,targeting_type,monster_owners
res://resources/skill_cards/metal_phys_qianfengpodishi.tres,metal_phys_qianfengpodishi,,千锋破敌势,对单体敌人造成70点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,60,高额伤害,res://resources/combat_skills/metal_phys_qianfengpodishi.tres,金,,晶金岩怪;碎金守财兽;黑市护卫;游荡盗匪;守箱幻灵
res://resources/skill_cards/metal_phys_qiege.tres,metal_phys_qiege,,切割,对单体敌人造成10点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,10,单体伤害,res://resources/combat_skills/metal_phys_qiege.tres,金,,锻铁战偶;碎金守财兽;黑市护卫;黑心佣兵;游荡盗匪;守箱幻灵
res://resources/skill_cards/metal_phys_ruifengji.tres,metal_phys_ruifengji,,锐锋击,对随机敌人造成30点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,20,随机伤害,res://resources/combat_skills/metal_phys_ruifengji.tres,金,随机敌人,锻铁战偶;碎金守财兽;黑市护卫;守箱幻灵
res://resources/skill_cards/metal_phys_suitiekuangji.tres,metal_phys_suitiekuangji,,碎铁狂击,对所有敌人造成10点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,20,范围伤害,res://resources/combat_skills/metal_phys_suitiekuangji.tres,金,全体敌人,锻铁战偶;铁鳞魔;黑市护卫;守箱幻灵
res://resources/skill_cards/senketsu.tres,senketsu,"&""senketsu""",穿血,对自己造成一点伤害，对一个敌人造成10点伤害,res://res/skillcard/wood_skill_card.png,10,伤害;自残,res://resources/combat_skills/senketsu.tres,木,单体敌人,
res://resources/skill_cards/test_card_1.tres,test_card_1,,测试卡1,对单体敌人造成10点木属性物理伤害，并使自身提高100点速度。,res://res/skillcard/wood_skill_card.png,10,加速;伤害,res://resources/combat_skills/test_card_1.tres,木,,
res://resources/skill_cards/test_card_2.tres,test_card_2,,测试卡2,对随机敌人造成20点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,20,,res://resources/combat_skills/test_card_2.tres,火,随机敌人,测试怪物1
res://resources/skill_cards/test_card_3.tres,test_card_3,,测试卡3,对所有敌人造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。,res://res/skillcard/water_skill_card.png,30,,res://resources/combat_skills/test_card_3.tres,水,全体敌人,
res://resources/skill_cards/test_card_4.tres,test_card_4,,测试卡4,对自己造成20点伤害,res://res/skillcard/water_skill_card.png,0,自残,res://resources/combat_skills/test_card_4.tres,木,自身,
res://resources/skill_cards/water_magic_hanxiyin.tres,water_magic_hanxiyin,,寒汐引,对单体敌人造成20点水属性法术伤害，并对相邻敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,30,扩散伤害,res://resources/combat_skills/water_magic_hanxiyin.tres,水,扩散敌人,深渊鱼魔;冰棱寒兽;碧波灵龟;湖底幽影;湖心水魇;暗渊水灵
res://resources/skill_cards/water_magic_langjue.tres,water_magic_langjue,,浪决,对单体敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_magic_langjue.tres,水,单体敌人,深渊鱼魔;冰棱寒兽;冻晶魔像;碧波灵龟;湖心水魇;暗渊水灵;穴居水蜥
res://resources/skill_cards/water_magic_ningshuijue.tres,water_magic_ningshuijue,,凝水诀,对随机敌人造成30点水属性法术伤害。,res://res/skillcard/water_skill_card.png,20,随机伤害,res://resources/combat_skills/water_magic_ningshuijue.tres,水,随机敌人,冰棱寒兽;冻晶魔像;寒霜冰魄;碧波灵龟;湖心水魇;暗渊水灵;地底幽鳞兽;穴居水蜥
res://resources/skill_cards/water_magic_shuishu.tres,water_magic_shuishu,,水术,对单体敌人造成5点水属性法术伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_magic_shuishu.tres,水,单体敌人,冰棱寒兽;冻晶魔像;寒霜冰魄;湖心水魇;激流游蛟;雪原雪绒兽;暗渊水灵;地底幽鳞兽;穴居水蜥
res://resources/skill_cards/water_magic_xuanshuimielingtai.tres,water_magic_xuanshuimielingtai,,玄水灭灵台,对单体敌人造成70点水属性法术伤害。,res://res/skillcard/water_skill_card.png,60,高额伤害,res://resources/combat_skills/water_magic_xuanshuimielingtai.tres,水,,冻晶魔像;寒霜冰魄;湖心水魇;河沼水怪;激流游蛟;寒霜雪怪;雪原雪绒兽;地底幽鳞兽;穴居水蜥
res://resources/skill_cards/water_magic_yanyusuoqianchuan.tres,water_magic_yanyusuoqianchuan,,烟雨锁千川,对所有敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,20,范围伤害,res://resources/combat_skills/water_magic_yanyusuoqianchuan.tres,水,全体敌人,冻晶魔像;寒霜冰魄;河沼水怪;激流游蛟;逐浪水灵;寒霜雪怪;凛风雪妖;雪原雪绒兽;地底幽鳞兽;穴居水蜥
res://resources/skill_cards/water_phys_canghaifufanchen.tres,water_phys_canghaifufanchen,,沧海覆凡尘,对单体敌人造成70点水属性物理伤害。,res://res/skillcard/water_skill_card.png,60,高额伤害,res://resources/combat_skills/water_phys_canghaifufanchen.tres,水,单体敌人,寒霜冰魄;河沼水怪;激流游蛟;逐浪水灵;寒霜雪怪;凛风雪妖;雪原雪绒兽;地底幽鳞兽
res://resources/skill_cards/water_phys_hanlangchong.tres,water_phys_hanlangchong,,寒浪冲,对随机敌人造成30点水属性物理伤害。,res://res/skillcard/water_skill_card.png,20,随机伤害,res://resources/combat_skills/water_phys_hanlangchong.tres,水,随机敌人,深水巨螯;寒霜冰魄;河沼水怪;逐浪水灵;寒霜雪怪;凛风雪妖;地底幽鳞兽
res://resources/skill_cards/water_phys_hongtaoxijuanlai.tres,water_phys_hongtaoxijuanlai,,洪涛席卷来,对所有敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,20,范围伤害,res://resources/combat_skills/water_phys_hongtaoxijuanlai.tres,水,全体敌人,深水巨螯;深渊鱼魔;河沼水怪;逐浪水灵;寒霜雪怪;凛风雪妖
res://resources/skill_cards/water_phys_langji.tres,water_phys_langji,,浪击,对单体敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_phys_langji.tres,水,,深水巨螯;深渊鱼魔;湖底幽影;逐浪水灵;凛风雪妖
res://resources/skill_cards/water_phys_liubozhuang.tres,water_phys_liubozhuang,,流波撞,对单体敌人造成20点水属性物理伤害，并对相邻敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,30,扩散伤害,res://resources/combat_skills/water_phys_liubozhuang.tres,水,扩散敌人,深水巨螯;深渊鱼魔;碧波灵龟;湖底幽影;逐浪水灵;凛风雪妖
res://resources/skill_cards/water_phys_shuiji.tres,water_phys_shuiji,,水击,对单体敌人造成5点水属性物理伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_phys_shuiji.tres,水,,深水巨螯;深渊鱼魔;碧波灵龟;湖底幽影;湖心水魇
res://resources/skill_cards/wood_magic_cuiwumansiye.tres,wood_magic_cuiwumansiye,,翠雾漫四野,对所有敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,20,范围伤害,res://resources/combat_skills/wood_magic_cuiwumansiye.tres,木,全体敌人,藏宝邪灵;枯木精
res://resources/skill_cards/wood_magic_dutengyin.tres,wood_magic_dutengyin,,毒藤引,对单体敌人造成20点木属性法术伤害，并对相邻敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,30,扩散伤害,res://resources/combat_skills/wood_magic_dutengyin.tres,木,扩散敌人,枯木精;树藤魔
res://resources/skill_cards/wood_magic_lingmushishengji.tres,wood_magic_lingmushishengji,,灵木噬生机,对单体敌人造成70点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,60,高额伤害,res://resources/combat_skills/wood_magic_lingmushishengji.tres,木,单体敌人,枯木精;树藤魔
res://resources/skill_cards/wood_magic_mushu.tres,wood_magic_mushu,,木术,对单体敌人造成5点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_magic_mushu.tres,木,单体敌人,毒丛妖;树藤魔
res://resources/skill_cards/wood_magic_qinglingzhou.tres,wood_magic_qinglingzhou,,青灵咒,对随机敌人造成30点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,20,随机伤害,res://resources/combat_skills/wood_magic_qinglingzhou.tres,木,随机敌人,毒丛妖;野果兽;树藤魔
res://resources/skill_cards/wood_magic_tengxiang.tres,wood_magic_tengxiang,,藤响,对单体敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_magic_tengxiang.tres,木,单体敌人,毒丛妖;蔓藤毒兽;野果兽;守箱幻灵
res://resources/skill_cards/wood_phys_cangtengci.tres,wood_phys_cangtengci,,苍藤刺,对随机敌人造成30点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,20,随机伤害,res://resources/combat_skills/wood_phys_cangtengci.tres,木,随机敌人,蔓藤毒兽;野果兽;地脉芽妖
res://resources/skill_cards/wood_phys_chouzhi.tres,wood_phys_chouzhi,,抽枝,对单体敌人造成10点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_phys_chouzhi.tres,木,单体敌人,蔓藤毒兽;野果兽;地脉芽妖;藏宝邪灵
res://resources/skill_cards/wood_phys_gumuhanshanyue.tres,wood_phys_gumuhanshanyue,,古木撼山岳,对单体敌人造成70点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,60,高额伤害,res://resources/combat_skills/wood_phys_gumuhanshanyue.tres,木,单体敌人,蔓藤毒兽;野果兽;地脉芽妖;藏宝邪灵;枯木精
res://resources/skill_cards/wood_phys_manzhijiao.tres,wood_phys_manzhijiao,,蔓枝绞,对单体敌人造成20点木属性物理伤害，并对相邻敌人造成10点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,30,扩散伤害,res://resources/combat_skills/wood_phys_manzhijiao.tres,木,扩散敌人,蔓藤毒兽;地脉芽妖;藏宝邪灵;树藤魔
res://resources/skill_cards/wood_phys_muji.tres,wood_phys_muji,,木击,对单体敌人造成5点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_phys_muji.tres,木,,蔓藤毒兽;地脉芽妖;藏宝邪灵
res://resources/skill_cards/wood_phys_wanzhiluanpuxi.tres,wood_phys_wanzhiluanpuxi,,万枝乱扑袭,对所有敌人造成10点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,20,范围伤害,res://resources/combat_skills/wood_phys_wanzhiluanpuxi.tres,木,全体敌人,毒丛妖;藏宝邪灵
