resource_path,id_slug,card_id,card_name,description,icon_path,cost,tags,combat_skill_path,element,targeting_type,monster_owners
res://resources/skill_cards/earth_phys_tuji.tres,earth_phys_tuji,,土击,对单体敌人造成5点土属性物理伤害。,res://res/skillcard/earth_skill_card.png,10,单体伤害,res://resources/combat_skills/earth_phys_tuji.tres,4,1,res://resources/monster/fertileland_nizhaogenxuguai.tres;res://resources/monster/merchant_heixinyongbing.tres;res://resources/monster/sandpile_huangmoshaxingshou.tres;res://resources/monster/sandpile_huangshayanyinshou.tres;res://resources/monster/treasurechest_mibaoshiying.tres
res://resources/skill_cards/earth_phys_yanbeng.tres,earth_phys_yanbeng,,岩崩,对单体敌人造成10点土属性物理伤害。,res://res/skillcard/earth_skill_card.png,10,单体伤害,res://resources/combat_skills/earth_phys_yanbeng.tres,4,1,res://resources/monster/merchant_heixinyongbing.tres;res://resources/monster/rockwall_yankeshou.tres;res://resources/monster/sandpile_huangmoshaxingshou.tres;res://resources/monster/sandpile_huangshayanyinshou.tres;res://resources/monster/treasurechest_mibaoshiying.tres
res://resources/skill_cards/earth_phys_yanbengji.tres,earth_phys_yanbengji,,岩崩击,对随机敌人造成30点土属性物理伤害。,res://res/skillcard/earth_skill_card.png,20,随机伤害,res://resources/combat_skills/earth_phys_yanbengji.tres,4,5,res://resources/monster/merchant_heixinyongbing.tres;res://resources/monster/rockwall_shijiashouwei.tres;res://resources/monster/sandpile_huangshayanyinshou.tres;res://resources/monster/treasurechest_mibaoshiying.tres
res://resources/skill_cards/fire_magic_fenzhuo.tres,fire_magic_fenzhuo,,焚灼,对单体敌人造成10点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,10,单体伤害,res://resources/combat_skills/fire_magic_fenzhuo.tres,5,1,res://resources/monster/lavalake_ronghuoyanxi.tres
res://resources/skill_cards/fire_magic_huoshu.tres,fire_magic_huoshu,,火术,对单体敌人造成5点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,10,单体伤害,res://resources/combat_skills/fire_magic_huoshu.tres,5,1,res://resources/monster/lavalake_ronghuoyanxi.tres
res://resources/skill_cards/fire_magic_jinhuoyin.tres,fire_magic_jinhuoyin,,烬火引,对单体敌人造成20点火属性法术伤害，并对相邻敌人造成10点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,30,扩散伤害,res://resources/combat_skills/fire_magic_jinhuoyin.tres,5,6,res://resources/monster/lavalake_chiyanrongshou.tres
res://resources/skill_cards/fire_magic_lieyantunbafang.tres,fire_magic_lieyantunbafang,,烈焰吞八方,对所有敌人造成10点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,20,范围伤害,res://resources/combat_skills/fire_magic_lieyantunbafang.tres,5,2,res://resources/monster/anvil_rongduanmobing.tres;res://resources/monster/lavalake_chiyanrongshou.tres
res://resources/skill_cards/fire_magic_ranhunzhou.tres,fire_magic_ranhunzhou,,燃魂咒,对随机敌人造成30点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,20,随机伤害,res://resources/combat_skills/fire_magic_ranhunzhou.tres,5,5,res://resources/monster/anvil_rongduanmobing.tres;res://resources/monster/lavalake_chiyanrongshou.tres;res://resources/monster/lavalake_ronghuoyanxi.tres
res://resources/skill_cards/fire_magic_shenhuolianfanqu.tres,fire_magic_shenhuolianfanqu,,神火炼凡躯,对单体敌人造成70点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,60,高额伤害,res://resources/combat_skills/fire_magic_shenhuolianfanqu.tres,5,1,res://resources/monster/anvil_rongduanmobing.tres;res://resources/monster/lavalake_chiyanrongshou.tres
res://resources/skill_cards/fire_phys_chiyanfencangqiong.tres,fire_phys_chiyanfencangqiong,,赤焰焚苍穹,对单体敌人造成70点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,60,高额伤害,res://resources/combat_skills/fire_phys_chiyanfencangqiong.tres,5,1,res://resources/monster/lavalake_chiyanrongshou.tres
res://resources/skill_cards/fire_phys_fentianji.tres,fire_phys_fentianji,,焚天击,对单体敌人造成20点火属性物理伤害，并对相邻敌人造成10点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,30,扩散伤害,res://resources/combat_skills/fire_phys_fentianji.tres,5,6,res://resources/monster/anvil_rongduanmobing.tres
res://resources/skill_cards/fire_phys_huoji.tres,fire_phys_huoji,,火击,对单体敌人造成5点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,10,单体伤害,res://resources/combat_skills/fire_phys_huoji.tres,5,1,res://resources/monster/anvil_duantiezhano.tres;res://resources/monster/lavalake_ronghuoyanxi.tres
res://resources/skill_cards/fire_phys_liaoyuanfensiye.tres,fire_phys_liaoyuanfensiye,,燎原焚四野,对所有敌人造成10点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,20,范围伤害,res://resources/combat_skills/fire_phys_liaoyuanfensiye.tres,5,2,
res://resources/skill_cards/fire_phys_lieyanquan.tres,fire_phys_lieyanquan,,烈炎拳,对随机敌人造成30点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,20,随机伤害,res://resources/combat_skills/fire_phys_lieyanquan.tres,5,5,res://resources/monster/lavalake_chiyanrongshou.tres;res://resources/monster/rockwall_lieyanjuling.tres
res://resources/skill_cards/fire_phys_yanyong.tres,fire_phys_yanyong,,炎涌,对单体敌人造成10点火属性物理伤害。,res://res/skillcard/fire_skill_card.png,10,单体伤害,res://resources/combat_skills/fire_phys_yanyong.tres,5,1,res://resources/monster/anvil_rongduanmobing.tres
res://resources/skill_cards/metal_magic_jinmangfubafang.tres,metal_magic_jinmangfubafang,,金芒覆八方,对所有敌人造成10点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,20,范围伤害,res://resources/combat_skills/metal_magic_jinmangfubafang.tres,2,2,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/anvil_duantiezhano.tres;res://resources/monster/irondeposit_tielinmo.tres
res://resources/skill_cards/metal_magic_jinshu.tres,metal_magic_jinshu,,金术,对单体敌人造成5点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,10,单体伤害,res://resources/combat_skills/metal_magic_jinshu.tres,2,1,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/irondeposit_tielinmo.tres
res://resources/skill_cards/metal_magic_liuguangzhou.tres,metal_magic_liuguangzhou,,鎏光咒,对随机敌人造成30点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,20,随机伤害,res://resources/combat_skills/metal_magic_liuguangzhou.tres,2,5,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/irondeposit_heitiezhanshou.tres;res://resources/monster/irondeposit_tielinmo.tres
res://resources/skill_cards/metal_magic_ruimang.tres,metal_magic_ruimang,,锐芒,对单体敌人造成10点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,10,单体伤害,res://resources/combat_skills/metal_magic_ruimang.tres,2,1,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/golddeposit_liujinhuanshou.tres;res://resources/monster/irondeposit_heitiezhanshou.tres
res://resources/skill_cards/metal_magic_suixingjue.tres,metal_magic_suixingjue,,碎星诀,对单体敌人造成20点金属性法术伤害，并对相邻敌人造成10点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,30,扩散伤害,res://resources/combat_skills/metal_magic_suixingjue.tres,2,6,res://resources/monster/golddeposit_jingjinyanguai.tres;res://resources/monster/golddeposit_liujinhuanshou.tres;res://resources/monster/irondeposit_heitiezhanshou.tres
res://resources/skill_cards/metal_magic_xuanjinzhenshenhun.tres,metal_magic_xuanjinzhenshenhun,,玄金镇神魂,对单体敌人造成70点金属性法术伤害。,res://res/skillcard/gold_skill_card.png,60,高额伤害,res://resources/combat_skills/metal_magic_xuanjinzhenshenhun.tres,2,1,res://resources/monster/golddeposit_jingjinyanguai.tres;res://resources/monster/golddeposit_liujinhuanshou.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/irondeposit_heitiezhanshou.tres
res://resources/skill_cards/metal_phys_jinji.tres,metal_phys_jinji,,金击,对单体敌人造成5点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,10,单体伤害,res://resources/combat_skills/metal_phys_jinji.tres,2,1,res://resources/monster/golddeposit_jingjinyanguai.tres;res://resources/monster/golddeposit_liujinhuanshou.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/irondeposit_heitiezhanshou.tres;res://resources/monster/merchant_youdangdaofei.tres
res://resources/skill_cards/metal_phys_liejinzhan.tres,metal_phys_liejinzhan,,裂金斩,对单体敌人造成20点金属性物理伤害，并对相邻敌人造成10点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,30,扩散伤害,res://resources/combat_skills/metal_phys_liejinzhan.tres,2,6,res://resources/monster/golddeposit_jingjinyanguai.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/irondeposit_heitiezhanshou.tres;res://resources/monster/merchant_heishihuwei.tres;res://resources/monster/merchant_youdangdaofei.tres
res://resources/skill_cards/metal_phys_qianfengpodishi.tres,metal_phys_qianfengpodishi,,千锋破敌势,对单体敌人造成70点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,60,高额伤害,res://resources/combat_skills/metal_phys_qianfengpodishi.tres,2,1,res://resources/monster/golddeposit_jingjinyanguai.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/merchant_heishihuwei.tres;res://resources/monster/merchant_youdangdaofei.tres;res://resources/monster/treasurechest_shouxianghuanling.tres
res://resources/skill_cards/metal_phys_qiege.tres,metal_phys_qiege,,切割,对单体敌人造成10点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,10,单体伤害,res://resources/combat_skills/metal_phys_qiege.tres,2,1,res://resources/monster/anvil_duantiezhano.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/merchant_heishihuwei.tres;res://resources/monster/merchant_heixinyongbing.tres;res://resources/monster/merchant_youdangdaofei.tres;res://resources/monster/treasurechest_shouxianghuanling.tres
res://resources/skill_cards/metal_phys_ruifengji.tres,metal_phys_ruifengji,,锐锋击,对随机敌人造成30点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,20,随机伤害,res://resources/combat_skills/metal_phys_ruifengji.tres,2,5,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/anvil_duantiezhano.tres;res://resources/monster/golddeposit_suijingshoucaishou.tres;res://resources/monster/merchant_heishihuwei.tres;res://resources/monster/treasurechest_shouxianghuanling.tres
res://resources/skill_cards/metal_phys_suitiekuangji.tres,metal_phys_suitiekuangji,,碎铁狂击,对所有敌人造成10点金属性物理伤害。,res://res/skillcard/gold_skill_card.png,20,范围伤害,res://resources/combat_skills/metal_phys_suitiekuangji.tres,2,2,res://resources/monster/anvil_cuihuotiewei.tres;res://resources/monster/anvil_duantiezhano.tres;res://resources/monster/irondeposit_tielinmo.tres;res://resources/monster/merchant_heishihuwei.tres;res://resources/monster/treasurechest_shouxianghuanling.tres
res://resources/skill_cards/senketsu.tres,senketsu,&"senketsu",穿血,对自己造成一点伤害，对一个敌人造成10点伤害,res://res/skillcard/wood_skill_card.png,10,伤害;自残,res://resources/combat_skills/senketsu.tres,1,1,
res://resources/skill_cards/test_card_1.tres,test_card_1,,测试卡1,对单体敌人造成10点木属性物理伤害，并使自身提高100点速度。,res://res/skillcard/wood_skill_card.png,10,,res://resources/combat_skills/test_card_1.tres,1,1,
res://resources/skill_cards/test_card_2.tres,test_card_2,,测试卡2,对随机敌人造成20点火属性法术伤害。,res://res/skillcard/fire_skill_card.png,20,,res://resources/combat_skills/test_card_2.tres,5,5,res://resources/monster/test_monster_1.tres
res://resources/skill_cards/test_card_3.tres,test_card_3,,测试卡3,对所有敌人造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。造成80点水属性物理伤害。,res://res/skillcard/water_skill_card.png,30,,res://resources/combat_skills/test_card_3.tres,3,2,
res://resources/skill_cards/test_card_4.tres,test_card_4,,测试卡4,对自己造成20点伤害,res://res/skillcard/water_skill_card.png,0,自残,res://resources/combat_skills/test_card_4.tres,1,0,
res://resources/skill_cards/water_magic_hanxiyin.tres,water_magic_hanxiyin,,寒汐引,对单体敌人造成20点水属性法术伤害，并对相邻敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,30,扩散伤害,res://resources/combat_skills/water_magic_hanxiyin.tres,3,6,res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/iceberg_binglenghanshou.tres;res://resources/monster/lake_bibolinggui.tres;res://resources/monster/lake_hudiyouying.tres;res://resources/monster/lake_huxinshuiyan.tres;res://resources/monster/undergroundlake_anyuan_shuiling.tres
res://resources/skill_cards/water_magic_langjue.tres,water_magic_langjue,,浪决,对单体敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_magic_langjue.tres,3,1,res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/iceberg_binglenghanshou.tres;res://resources/monster/iceberg_dongjingmoxiang.tres;res://resources/monster/lake_bibolinggui.tres;res://resources/monster/lake_huxinshuiyan.tres;res://resources/monster/undergroundlake_anyuan_shuiling.tres;res://resources/monster/undergroundlake_xueju_shuixi.tres
res://resources/skill_cards/water_magic_ningshuijue.tres,water_magic_ningshuijue,,凝水诀,对随机敌人造成30点水属性法术伤害。,res://res/skillcard/water_skill_card.png,20,随机伤害,res://resources/combat_skills/water_magic_ningshuijue.tres,3,5,res://resources/monster/iceberg_binglenghanshou.tres;res://resources/monster/iceberg_dongjingmoxiang.tres;res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/lake_bibolinggui.tres;res://resources/monster/lake_huxinshuiyan.tres;res://resources/monster/undergroundlake_anyuan_shuiling.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres;res://resources/monster/undergroundlake_xueju_shuixi.tres
res://resources/skill_cards/water_magic_shuishu.tres,water_magic_shuishu,,水术,对单体敌人造成5点水属性法术伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_magic_shuishu.tres,3,1,res://resources/monster/iceberg_binglenghanshou.tres;res://resources/monster/iceberg_dongjingmoxiang.tres;res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/lake_huxinshuiyan.tres;res://resources/monster/river_jiliuyoujiao.tres;res://resources/monster/snowpile_xueyuanxuerongshou.tres;res://resources/monster/undergroundlake_anyuan_shuiling.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres;res://resources/monster/undergroundlake_xueju_shuixi.tres
res://resources/skill_cards/water_magic_xuanshuimielingtai.tres,water_magic_xuanshuimielingtai,,玄水灭灵台,对单体敌人造成70点水属性法术伤害。,res://res/skillcard/water_skill_card.png,60,高额伤害,res://resources/combat_skills/water_magic_xuanshuimielingtai.tres,3,1,res://resources/monster/iceberg_dongjingmoxiang.tres;res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/lake_huxinshuiyan.tres;res://resources/monster/river_hezhaoshuiguai.tres;res://resources/monster/river_jiliuyoujiao.tres;res://resources/monster/snowpile_hanshuangxueguai.tres;res://resources/monster/snowpile_xueyuanxuerongshou.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres;res://resources/monster/undergroundlake_xueju_shuixi.tres
res://resources/skill_cards/water_magic_yanyusuoqianchuan.tres,water_magic_yanyusuoqianchuan,,烟雨锁千川,对所有敌人造成10点水属性法术伤害。,res://res/skillcard/water_skill_card.png,20,范围伤害,res://resources/combat_skills/water_magic_yanyusuoqianchuan.tres,3,2,res://resources/monster/iceberg_dongjingmoxiang.tres;res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/river_hezhaoshuiguai.tres;res://resources/monster/river_jiliuyoujiao.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_hanshuangxueguai.tres;res://resources/monster/snowpile_linfengxueyao.tres;res://resources/monster/snowpile_xueyuanxuerongshou.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres;res://resources/monster/undergroundlake_xueju_shuixi.tres
res://resources/skill_cards/water_phys_canghaifufanchen.tres,water_phys_canghaifufanchen,,沧海覆凡尘,对单体敌人造成70点水属性物理伤害。,res://res/skillcard/water_skill_card.png,60,高额伤害,res://resources/combat_skills/water_phys_canghaifufanchen.tres,3,1,res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/river_hezhaoshuiguai.tres;res://resources/monster/river_jiliuyoujiao.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_hanshuangxueguai.tres;res://resources/monster/snowpile_linfengxueyao.tres;res://resources/monster/snowpile_xueyuanxuerongshou.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres
res://resources/skill_cards/water_phys_hanlangchong.tres,water_phys_hanlangchong,,寒浪冲,对随机敌人造成30点水属性物理伤害。,res://res/skillcard/water_skill_card.png,20,随机伤害,res://resources/combat_skills/water_phys_hanlangchong.tres,3,5,res://resources/monster/fishingspot_shenshuijuao.tres;res://resources/monster/iceberg_hanshuangbingpo.tres;res://resources/monster/river_hezhaoshuiguai.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_hanshuangxueguai.tres;res://resources/monster/snowpile_linfengxueyao.tres;res://resources/monster/undergroundlake_didi_youlinshou.tres
res://resources/skill_cards/water_phys_hongtaoxijuanlai.tres,water_phys_hongtaoxijuanlai,,洪涛席卷来,对所有敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,20,范围伤害,res://resources/combat_skills/water_phys_hongtaoxijuanlai.tres,3,2,res://resources/monster/fishingspot_shenshuijuao.tres;res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/river_hezhaoshuiguai.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_hanshuangxueguai.tres;res://resources/monster/snowpile_linfengxueyao.tres
res://resources/skill_cards/water_phys_langji.tres,water_phys_langji,,浪击,对单体敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_phys_langji.tres,3,1,res://resources/monster/fishingspot_shenshuijuao.tres;res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/lake_hudiyouying.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_linfengxueyao.tres
res://resources/skill_cards/water_phys_liubozhuang.tres,water_phys_liubozhuang,,流波撞,对单体敌人造成20点水属性物理伤害，并对相邻敌人造成10点水属性物理伤害。,res://res/skillcard/water_skill_card.png,30,扩散伤害,res://resources/combat_skills/water_phys_liubozhuang.tres,3,6,res://resources/monster/fishingspot_shenshuijuao.tres;res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/lake_bibolinggui.tres;res://resources/monster/lake_hudiyouying.tres;res://resources/monster/river_zhulangshuiling.tres;res://resources/monster/snowpile_linfengxueyao.tres
res://resources/skill_cards/water_phys_shuiji.tres,water_phys_shuiji,,水击,对单体敌人造成5点水属性物理伤害。,res://res/skillcard/water_skill_card.png,10,单体伤害,res://resources/combat_skills/water_phys_shuiji.tres,3,1,res://resources/monster/fishingspot_shenshuijuao.tres;res://resources/monster/fishingspot_shenyuanyumo.tres;res://resources/monster/lake_bibolinggui.tres;res://resources/monster/lake_hudiyouying.tres;res://resources/monster/lake_huxinshuiyan.tres
res://resources/skill_cards/wood_magic_cuiwumansiye.tres,wood_magic_cuiwumansiye,,翠雾漫四野,对所有敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,20,范围伤害,res://resources/combat_skills/wood_magic_cuiwumansiye.tres,1,2,res://resources/monster/treasurechest_cangbaoxieling.tres;res://resources/monster/tree_kumujing.tres
res://resources/skill_cards/wood_magic_dutengyin.tres,wood_magic_dutengyin,,毒藤引,对单体敌人造成20点木属性法术伤害，并对相邻敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,30,扩散伤害,res://resources/combat_skills/wood_magic_dutengyin.tres,1,6,res://resources/monster/tree_kumujing.tres;res://resources/monster/tree_shutengmo.tres
res://resources/skill_cards/wood_magic_lingmushishengji.tres,wood_magic_lingmushishengji,,灵木噬生机,对单体敌人造成70点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,60,高额伤害,res://resources/combat_skills/wood_magic_lingmushishengji.tres,1,1,res://resources/monster/tree_kumujing.tres;res://resources/monster/tree_shutengmo.tres
res://resources/skill_cards/wood_magic_mushu.tres,wood_magic_mushu,,木术,对单体敌人造成5点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_magic_mushu.tres,1,1,res://resources/monster/berrybush_ducongyao.tres;res://resources/monster/tree_shutengmo.tres
res://resources/skill_cards/wood_magic_qinglingzhou.tres,wood_magic_qinglingzhou,,青灵咒,对随机敌人造成30点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,20,随机伤害,res://resources/combat_skills/wood_magic_qinglingzhou.tres,1,5,res://resources/monster/berrybush_ducongyao.tres;res://resources/monster/berrybush_yeguoshou.tres;res://resources/monster/tree_shutengmo.tres
res://resources/skill_cards/wood_magic_tengxiang.tres,wood_magic_tengxiang,,藤响,对单体敌人造成10点木属性法术伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_magic_tengxiang.tres,1,1,res://resources/monster/berrybush_ducongyao.tres;res://resources/monster/berrybush_mantengdushou.tres;res://resources/monster/berrybush_yeguoshou.tres;res://resources/monster/treasurechest_shouxianghuanling.tres
res://resources/skill_cards/wood_phys_cangtengci.tres,wood_phys_cangtengci,,苍藤刺,对随机敌人造成30点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,20,随机伤害,res://resources/combat_skills/wood_phys_cangtengci.tres,1,5,res://resources/monster/berrybush_mantengdushou.tres;res://resources/monster/berrybush_yeguoshou.tres;res://resources/monster/fertileland_dimaiyao.tres
res://resources/skill_cards/wood_phys_chouzhi.tres,wood_phys_chouzhi,,抽枝,对单体敌人造成10点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,10,单体伤害,res://resources/combat_skills/wood_phys_chouzhi.tres,1,1,res://resources/monster/berrybush_mantengdushou.tres;res://resources/monster/berrybush_yeguoshou.tres;res://resources/monster/fertileland_dimaiyao.tres;res://resources/monster/treasurechest_cangbaoxieling.tres
res://resources/skill_cards/wood_phys_gumuhanshanyue.tres,wood_phys_gumuhanshanyue,,古木撼山岳,对单体敌人造成70点木属性物理伤害。,res://res/skillcard/wood_skill_card.png,60,高额伤害,res://resources/combat_skills/wood_phys_gumuhanshanyue.tres,1,1,res://resources/monster/berrybush_mantengdushou.tres;res://resources/monster/berrybush_yeguoshou.tres;res://resources/monster/fertileland_dimaiyao.tres;res://resources/monster/treasurechest_cangbaoxieling.tres;res://resources/monster/tree_kumujing.tres
